range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.7591386361798526,-10.262891450028821,-67.0,14.0,-0.6780337258761187,0.28780824117517895,0.18365225788757644,17,8
3.4684166487753845,-0.03987470424565782,44.0,17.0,2.304086880635916,2.3859518105056448,1.014066888291181,79,16
