range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
3.4719167029409386,-0.0474790595349555,44.0,15.0,2.3296160434010864,2.4123880324346723,0.8985981657306659,79,16
3.949532096019066,-0.0574673107901372,-70.0,4.0,-3.702305513456994,1.347529005057995,0.27550543195753413,90,16
