range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
3.472233712367325,-0.022965147210181735,44.0,15.0,2.3298287530680533,2.4126082997428524,0.8986802138076917,79,16
3.949493693217237,-0.030816598166545195,-70.0,4.0,-3.7022695145332007,1.3475159025212688,0.27550275311349665,90,16
