range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
3.470947244315115,-0.151041373919126,44.0,16.0,2.31771975795424,2.4000690682329573,0.9567227206033181,79,16
