range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.7627014079946072,1.029614004947487,70.0,-13.0,0.6983357851860384,0.25417343933063485,-0.17157048587793725,17,17
1.885654624778055,2.0849882503811825,48.0,25.0,1.2700222226297473,1.1435331456039561,0.7969120797670124,43,18
2.1021427491301856,0.003751926052204792,54.0,25.0,1.5413297469714948,1.119841610854533,0.8884039145682142,48,16
2.2334343731021193,0.028918858369401022,55.0,25.0,1.6581103365129934,1.1610213568098366,0.9438901524723464,51,16
2.3298107539568034,0.1846309236888955,57.0,25.0,1.7708743981967716,1.1500192807880554,0.9846205710220126,53,16
3.166597690362882,1.0754017938792662,53.0,25.0,2.2920137498632585,1.7271562441007515,1.3382620115332746,72,17
4.178242017589859,2.120357788391046,-26.0,24.0,-1.6732688115480336,3.430709472311757,1.699444132192758,95,18
6.454710463085354,2.1148883672758845,70.0,-19.0,5.734989774089285,2.0873655715895527,-2.101448173021998,147,18
8.011536579589055,0.013701764614525139,40.0,25.0,4.667228117771841,5.562185876811305,3.385821663137955,182,16
8.231265671663536,-0.00526864859365865,37.0,25.0,4.489576287171691,5.95786896316098,3.4786831900843342,187,16
