range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.6228110739437976,-0.3301073486435261,70.0,-4.0,0.5838253283796235,0.21249504154087415,-0.043445104327111,14,16
1.1995834034089297,-0.8792789356225458,-70.0,-11.0,-1.1065291044927594,0.4027436573846009,-0.22889130407483435,27,15
2.094607750628657,0.02030760240664941,56.0,25.0,1.5738111984957974,1.061549057287402,0.8852194865992794,48,16
2.9947575638765067,-0.4017962223630538,54.0,25.0,2.195811354904749,1.5953503328153729,1.265639235980301,68,16
3.883063188432058,-0.7503131278781846,57.0,25.0,2.9514917360975286,1.916721144681438,1.6410534149244544,88,15
6.196387157557062,-0.7614429189815046,57.0,25.0,4.7098346335629095,3.0586023737403685,2.6187063695991593,141,15
6.694437805456485,-0.7476806484726561,56.0,25.0,5.029954263608034,3.392746990131495,2.8291916686732423,152,15
8.004890716233477,-0.01216685220765133,40.0,25.0,4.663356480912684,5.557571839675184,3.3830129999188547,182,16
8.586704045173036,-0.7993653784755994,54.0,25.0,6.295929417134948,4.574260474868543,3.628897937652861,195,15
8.98617794792301,-0.8190403211364867,53.0,25.0,6.504281702105725,4.901327819631266,3.7977229040438285,204,15
