range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.7081848105788556,0.6616864015524588,70.0,-10.0,0.6553659642795493,0.23853370354892323,-0.12297500180841853,16,17
1.7372396829082144,1.2757970458929748,49.0,25.0,1.1882705003439262,1.032947786887227,0.7341892150176335,39,17
2.1007416193770325,-0.007796070378217659,55.0,25.0,1.5595987217632192,1.0920427815608338,0.8878117715474635,48,16
2.2408873765917643,-0.011272070583890166,56.0,25.0,1.6837203274882875,1.1356837008715694,0.9470399278518875,51,16
3.1107261259770738,0.8797514301981262,49.0,25.0,2.127734086732231,1.8496110231958494,1.314649668111811,71,17
4.05310071810802,1.292621718649102,52.0,25.0,2.8946446148962854,2.26154423146354,1.712914380146792,92,17
5.4592341641043145,0.965823548113846,-24.0,25.0,-2.0124297754303653,4.519991280516404,2.307172052869206,124,17
6.340462807988735,1.2892287298899499,51.0,25.0,4.465799958757445,3.6163335020447,2.6795953705437534,144,17
8.007160452372595,-0.015522548977514247,39.0,25.0,4.566947788681652,5.639710838287013,3.3839722318605787,182,16
8.655837978419711,1.2669432070855167,-25.0,25.0,-3.315378291953314,7.109851691201042,3.658115200348868,197,17
