range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.8929780387215499,1.0374112091178453,70.0,-9.0,0.8287938538697041,0.30165629315134496,-0.13969254178008023,20,17
1.7534583906896852,2.014627878331011,70.0,-11.0,1.6174388019219315,0.5886995796467712,-0.33457563396207185,40,18
2.096822309644141,-0.00356148261442672,55.0,25.0,1.5566890110242926,1.0900053801674277,0.8861553996809255,48,16
2.33088174079782,0.050840871375026304,57.0,25.0,1.7716884485115199,1.1505479312436977,0.9850731896191103,53,16
3.3031488747027633,0.9645982173421308,70.0,-1.0,3.1034718771151004,1.1295713861521541,-0.057647896684168295,75,17
4.120805924646659,2.13545095334216,-70.0,-11.0,-3.8011460283877594,1.383504010432338,-0.7862868386235428,94,18
4.440971848958407,2.1110987854311944,47.0,25.0,2.943616275714751,2.744966584904364,1.876835803246182,101,18
5.575053041704727,1.0053596832065164,-23.0,25.0,-1.9742526372298168,4.651047746151647,2.356119225597451,127,17
6.719760877364585,2.027954736807804,53.0,25.0,4.863827310171451,3.665156768580277,2.8398936613049783,153,18
6.800448787637346,-0.016169418064986202,-56.0,-22.0,-5.227302684001818,3.5258601804725016,-2.547492954036195,155,16
8.01090504349436,0.009025954003401577,-57.0,-14.0,-6.518941814132861,4.233450313710634,-1.938013333591094,182,16
8.235935882863393,0.007172726775652764,36.0,25.0,4.387401240841811,6.0387397457474625,3.48065690662358,187,16
9.012994926149462,2.0356742915921933,48.0,25.0,6.070413795954958,5.465825132439247,3.809056248767029,205,18
