range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
1.015406117475367,-0.35658915517156714,70.0,-5.0,0.9505387321569726,0.3459678050222724,-0.08849847435908145,23,16
1.9899145678632795,-0.988279141918236,-70.0,-8.0,-1.8517102189552543,0.673967402186265,-0.2769425810551412,45,15
2.0934960358753942,-0.006672476913557253,55.0,25.0,1.5542195724840546,1.0882762606864074,0.884749655642704,48,16
2.395922507457307,-0.9495572489323948,52.0,25.0,1.7111206126546754,1.336873939886466,1.012560605367025,54,15
3.788190370637132,-0.9335586827341482,-70.0,-12.0,-3.4819457970265852,1.2673246274459855,-0.7876090650987205,86,15
4.696477387261373,-0.9249367776604336,-70.0,-11.0,-4.332161401057056,1.5767778000217367,-0.8961301320720025,107,15
6.606624376359687,-0.9866041272828119,54.0,25.0,4.844098566837886,3.5194436186575433,2.7920801099108634,150,15
6.985005945978387,-0.936194452761162,-70.0,-10.0,-6.464040302619263,2.3527182632505075,-1.2129335535118198,159,15
7.489710760030867,-0.8197675303563354,-70.0,-10.0,-6.9311025047408705,2.5227150023735976,-1.3005746247317598,170,15
9.293152516163186,-0.9516156545147427,-70.0,-10.0,-8.600037404041505,3.13015762864709,-1.6137389992125857,211,15
