range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.5822806166795357,-0.33770675498395464,70.0,-5.0,0.5450826714677272,0.19839386762855615,-0.050749099634269365,13,16
1.134877221825,-0.897874363530182,-70.0,-6.0,-1.0605937042208113,0.3860245389865082,-0.11862697199483113,26,15
1.6523997579306875,-1.1821938414510484,-70.0,-8.0,-1.5376366236892987,0.5596539621404867,-0.22996959833687525,38,15
2.776692292559569,-2.1135854136812737,-70.0,-6.0,-2.5949435828056866,0.9444822237413646,-0.2902433783083894,63,14
2.9551747807244575,-0.27675508069718924,-70.0,-6.0,-2.761743479412067,1.0051924211847671,-0.30889987851645234,67,16
3.7200142829457747,9.94446654196689,42.0,22.0,2.307923253943088,2.563208449094507,1.3935418779928532,85,24
3.8763116350998126,-0.7769684588695434,55.0,25.0,2.8777887844438155,2.015049400242917,1.6382000851911311,88,15
4.350576795641342,-0.8829341963734589,-70.0,-8.0,-4.048418781862087,1.4735039324420378,-0.6054832636143105,99,15
5.101688219080599,-0.8030697131264909,-70.0,-9.0,-4.734996446706498,1.7233977659574007,-0.7980798673539217,116,15
6.641407527818423,-0.8831356021192321,-70.0,-8.0,-6.18014581435673,2.2493891198507097,-0.924305280386012,151,15
