range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.9018629896712248,1.1447778546896992,70.0,-11.0,0.8319035120860813,0.3027881161808476,-0.1720835710264536,20,17
1.758171225754919,1.9280993900154488,70.0,-12.0,1.6160372924818958,0.5881894719275552,-0.36554435229383764,40,18
2.0962414091452173,-0.0018036935061666282,55.0,25.0,1.5562577482420272,1.089703406716336,0.885909900521826,48,16
2.2155361698668004,2.297263580865082,49.0,25.0,1.5154249002017428,1.317338767901854,0.9363260449327542,50,18
2.3296081911342252,0.018416201033949506,58.0,25.0,1.790519601062412,1.118840822696817,0.9845349642740414,53,16
3.2844712852711644,1.1996235978654468,70.0,-10.0,3.039504178663184,1.1062890479611405,-0.5703424532866982,75,17
4.474921544608824,2.3485356660044547,70.0,-13.0,4.097275575663312,1.4912863511273653,-1.006638319565832,102,18
6.8613207007418096,0.009220054286365055,-57.0,-25.0,-5.2152464083726535,3.3868206179932465,-2.899719427792981,156,16
8.010641129551654,0.018304538737833408,41.0,25.0,4.763058378027712,5.479271879832425,3.3854432295996735,182,16
8.234045367159169,-0.01034585743306716,37.0,25.0,4.491092415490294,5.959880933395094,3.479857940162867,187,16
