range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.61392376522651,-0.3413257080189578,-70.0,-5.0,-0.5747043546382794,0.20917527859150126,-0.0535069817487554,14,16
1.188219018850233,-0.9296378851766942,-70.0,-5.0,-1.1123117935421556,0.40484838407259827,-0.1035601111347857,27,15
1.7645450420883169,-1.257899178720044,-70.0,-7.0,-1.6457705058504937,0.5990114765628107,-0.2150439456881115,40,15
2.087420560257065,-0.19020394787740452,54.0,25.0,1.5305351671742555,1.1119988895598913,0.8821820486976377,47,16
2.337793728733927,-1.5566351426308376,-70.0,-8.0,-2.1754283360789723,0.7917911611119985,-0.32535800263289466,53,15
2.989773362863615,-0.3341893353365664,52.0,25.0,2.135237184190515,1.6682301211907253,1.2635328216120665,68,16
3.7203784014214794,9.769178579412639,35.0,16.0,2.0512568898947507,2.9294984386192175,1.025475265206491,85,24
3.924881877634463,-0.9227201024237535,56.0,25.0,2.949011837629462,1.9891336007502072,1.6587267566634494,89,15
4.399343144522329,-0.8511524908590493,-70.0,-7.0,-4.103215854326733,1.4934484357440971,-0.536145060436873,100,15
6.691196902777425,-0.935192263107123,-70.0,-8.0,-6.226477197570822,2.26625236425302,-0.9312346220939197,152,15
8.00949744669104,-0.017786571014182462,40.0,25.0,4.666040193544953,5.560770163846181,3.3849598883371375,182,16
8.997675531558027,-0.9283040836684917,-70.0,-8.0,-8.37276534264479,3.047437363218365,-1.2522344051594358,204,15
