range_m,velocity_mps,azimuth_deg,elevation_deg,x_m,y_m,z_m,r_idx,d_idx
0.7903321924564346,-0.5035046075245612,70.0,-7.0,0.7371335846602065,0.26829468349426094,-0.09631726536661633,18,16
1.5525930961984553,-1.18061896905325,-70.0,-10.0,-1.436795390728833,0.5229507549561734,-0.2696049618131188,35,15
2.1017219913043474,0.00576132066787764,55.0,25.0,1.560326553682476,1.092552414957247,0.8882260946272448,48,16
3.17061631087673,-0.462908589318792,54.0,25.0,2.3247542243310684,1.6890328111366364,1.3399603539494327,72,16
4.238135252169022,-1.1144198010044795,53.0,25.0,3.0676029043141284,2.311604592653006,1.7911133532936532,96,15
6.555834148069808,-1.1908448210807483,52.0,25.0,4.6820474823339175,3.6580164005694535,2.7706152319175814,149,15
7.053022891014349,-1.0542156594108367,-70.0,-10.0,-6.526984311167548,2.375628008787481,-1.2247445720677863,160,15
8.00982291473346,-0.024660379816269548,40.0,25.0,4.666229799319567,5.560996127209254,3.3850974370754776,182,16
8.141118054859016,-1.083343580561304,70.0,-5.0,7.621037436179969,2.7738307809979226,-0.7095451908676076,185,15
8.962861144027952,-1.101162010806315,-70.0,-6.0,-8.376196048656988,3.0486860380893233,-0.9368741018666044,204,15
